WellID,Measure,Date,Value,ProducingDays
12345678901,OIL,2023-01-01,208.42312462375065,30
12345678901,GAS,2023-01-01,606.6317406821864,30
12345678901,WATER,2023-01-01,53.08179359457538,30
12345678901,OIL,2023-02-01,197.58253224600867,30
12345678901,GAS,2023-02-01,585.953358904574,30
12345678901,WATER,2023-02-01,49.20940268501532,30
12345678901,OIL,2023-03-01,185.11929401915236,30
12345678901,GAS,2023-03-01,561.0884588833835,30
12345678901,WATER,2023-03-01,51.884100140950466,30
12345678901,OIL,2023-04-01,182.59301141162015,30
12345678901,GAS,2023-04-01,566.2572739949198,30
12345678901,WATER,2023-04-01,54.07547277397254,30
12345678901,OIL,2023-05-01,174.8119993508032,30
12345678901,GAS,2023-05-01,560.6675979952638,30
12345678901,WATER,2023-05-01,53.00330222287205,30
12345678901,OIL,2023-06-01,172.19717081092236,30
12345678901,GAS,2023-06-01,535.013528986002,30
12345678901,WATER,2023-06-01,50.35444877577621,30
12345678901,OIL,2023-07-01,161.06166465665078,30
12345678901,GAS,2023-07-01,507.9247596418418,30
12345678901,WATER,2023-07-01,58.815474863456124,30
12345678901,OIL,2023-08-01,156.997803964212,30
12345678901,GAS,2023-08-01,520.7630942434315,30
12345678901,WATER,2023-08-01,58.648954081746936,30
12345678901,OIL,2023-09-01,159.75246288772954,30
12345678901,GAS,2023-09-01,509.3110827984767,30
12345678901,WATER,2023-09-01,56.587994464947045,30
12345678901,OIL,2023-10-01,145.74255326890318,30
12345678901,GAS,2023-10-01,468.3825520084901,30
12345678901,WATER,2023-10-01,56.19949410718241,30
12345678901,OIL,2023-11-01,153.0525118641331,30
12345678901,GAS,2023-11-01,472.8065047218546,30
12345678901,WATER,2023-11-01,64.28467979119979,30
12345678901,OIL,2023-12-01,136.24955767898402,30
12345678901,GAS,2023-12-01,455.20104986977486,30
12345678901,WATER,2023-12-01,61.39472416161708,30
12345678901,OIL,2024-01-01,140.5362206768959,30
12345678901,GAS,2024-01-01,446.26115409741044,30
12345678901,WATER,2024-01-01,63.254198237587744,30
12345678901,OIL,2024-02-01,136.2474711461094,30
12345678901,GAS,2024-02-01,416.753910881103,30
12345678901,WATER,2024-02-01,64.18864631011222,30
12345678901,OIL,2024-03-01,133.85379310890727,30
12345678901,GAS,2024-03-01,434.4970668035191,30
12345678901,WATER,2024-03-01,64.00924814125793,30
12345678901,OIL,2024-04-01,127.17758461087149,30
12345678901,GAS,2024-04-01,400.8990575280191,30
12345678901,WATER,2024-04-01,66.99572690793529,30
12345678901,OIL,2024-05-01,127.59754671835748,30
12345678901,GAS,2024-05-01,378.82376225180195,30
12345678901,WATER,2024-05-01,68.1353110680952,30
12345678901,OIL,2024-06-01,119.9631241819501,30
12345678901,GAS,2024-06-01,384.69231051851426,30
12345678901,WATER,2024-06-01,65.7740774188294,30
12345678901,OIL,2024-07-01,120.47163079443932,30
12345678901,GAS,2024-07-01,358.819991201796,30
12345678901,WATER,2024-07-01,65.89303723318051,30
12345678901,OIL,2024-08-01,108.95743143190509,30
12345678901,GAS,2024-08-01,373.17229125108815,30
12345678901,WATER,2024-08-01,69.74478206695242,30
12345678901,OIL,2024-09-01,104.65088317336445,30
12345678901,GAS,2024-09-01,354.35893790761395,30
12345678901,WATER,2024-09-01,72.28941227492544,30
12345678901,OIL,2024-10-01,106.50534808364846,30
12345678901,GAS,2024-10-01,337.41630724163156,30
12345678901,WATER,2024-10-01,69.03768035160245,30
98765432109,OIL,2023-01-01,203.5758910151349,30
98765432109,GAS,2023-01-01,599.7930521643967,30
98765432109,WATER,2023-01-01,50.218926854923915,30
98765432109,OIL,2023-02-01,195.2907644616524,30
98765432109,GAS,2023-02-01,590.64450336325,30
98765432109,WATER,2023-02-01,51.80025576002874,30
98765432109,OIL,2023-03-01,183.48994994314094,30
98765432109,GAS,2023-03-01,568.9997181190053,30
98765432109,WATER,2023-03-01,51.64665815483623,30
98765432109,OIL,2023-04-01,187.72189231659158,30
98765432109,GAS,2023-04-01,545.0532967846052,30
98765432109,WATER,2023-04-01,51.92671407342785,30
98765432109,OIL,2023-05-01,171.2945005925847,30
98765432109,GAS,2023-05-01,527.0260367335985,30
98765432109,WATER,2023-05-01,54.14639142377263,30
98765432109,OIL,2023-06-01,177.52751474256155,30
98765432109,GAS,2023-06-01,534.239282767166,30
98765432109,WATER,2023-06-01,57.4916031201347,30
98765432109,OIL,2023-07-01,160.73142661218156,30
98765432109,GAS,2023-07-01,497.3329281316394,30
98765432109,WATER,2023-07-01,55.292778428562194,30
98765432109,OIL,2023-08-01,164.82055671613057,30
98765432109,GAS,2023-08-01,504.2703202800615,30
98765432109,WATER,2023-08-01,59.957216914201275,30
98765432109,OIL,2023-09-01,153.90361647438192,30
98765432109,GAS,2023-09-01,476.8369117044345,30
98765432109,WATER,2023-09-01,55.492912081400604,30
98765432109,OIL,2023-10-01,157.8998774415713,30
98765432109,GAS,2023-10-01,500.2859916124586,30
98765432109,WATER,2023-10-01,60.66240744610712,30
98765432109,OIL,2023-11-01,142.4108402095069,30
98765432109,GAS,2023-11-01,445.2731028248959,30
98765432109,WATER,2023-11-01,60.94549457611747,30
98765432109,OIL,2023-12-01,143.90015842017974,30
98765432109,GAS,2023-12-01,464.8481550600593,30
98765432109,WATER,2023-12-01,61.50580161512052,30
98765432109,OIL,2024-01-01,144.11400413766373,30
98765432109,GAS,2024-01-01,439.9666327517823,30
98765432109,WATER,2024-01-01,61.26642361460352,30
98765432109,OIL,2024-02-01,137.46971942805175,30
98765432109,GAS,2024-02-01,457.80351535765055,30
98765432109,WATER,2024-02-01,66.50319520498556,30
98765432109,OIL,2024-03-01,125.20418559535115,30
98765432109,GAS,2024-03-01,409.3530804801997,30
98765432109,WATER,2024-03-01,63.010277067686225,30
98765432109,OIL,2024-04-01,121.96603196443762,30
98765432109,GAS,2024-04-01,404.625057284158,30
98765432109,WATER,2024-04-01,66.29599868219252,30
98765432109,OIL,2024-05-01,132.3610669634619,30
98765432109,GAS,2024-05-01,388.42499946292276,30
98765432109,WATER,2024-05-01,64.7050191105499,30
98765432109,OIL,2024-06-01,115.32702513663375,30
98765432109,GAS,2024-06-01,383.06230676473575,30
98765432109,WATER,2024-06-01,69.25114479054098,30
98765432109,OIL,2024-07-01,117.2386978441464,30
98765432109,GAS,2024-07-01,396.8557040750902,30
98765432109,WATER,2024-07-01,68.53064685070014,30
98765432109,OIL,2024-08-01,105.35308943133887,30
98765432109,GAS,2024-08-01,375.79786512040573,30
98765432109,WATER,2024-08-01,68.38216408184708,30
98765432109,OIL,2024-09-01,111.01479231175112,30
98765432109,GAS,2024-09-01,340.4303886878032,30
98765432109,WATER,2024-09-01,67.72219950043103,30
98765432109,OIL,2024-10-01,114.68779131270281,30
98765432109,GAS,2024-10-01,347.5232109528247,30
98765432109,WATER,2024-10-01,69.625844093475,30
